選舉類型,選區,候選人,推薦政黨
村里長,彰化縣溪州鄉舊眉村,蔡順龍,無
村里長,彰化縣溪州鄉柑園村,宋金堆,無
村里長,彰化縣溪州鄉坑厝村,鄭萬長,無
村里長,彰化縣溪州鄉圳寮村,陳勇位,無
村里長,彰化縣溪州鄉尾厝村,劉清棚,無
村里長,彰化縣溪州鄉大庄村,陳元振,無
村里長,彰化縣溪州鄉東州村,陳明桂,無
村里長,彰化縣溪州鄉三條村,廖清福,無
村里長,南投縣南投市三民里,蕭承倉,無
村里長,南投縣南投市南投里,陳信嘉,無
村里長,南投縣南投市東山里,曾文聰,無
村里長,南投縣南投市千秋里,陳建昌,無
村里長,南投縣南投市光華里,王淑美,中國國民黨
村里長,南投縣南投市光明里,黃希谷,中國國民黨
村里長,南投縣南投市光輝里,沈玉珠,中國國民黨
村里長,南投縣埔里鎮北門里,王金貞,無
村里長,南投縣埔里鎮同聲里,周文棋,中國國民黨
村里長,南投縣埔里鎮大城里,黃鈴蘭,無
村里長,南投縣埔里鎮麒麟里,黃戊寅,無
村里長,南投縣埔里鎮溪南里,林志良,無
村里長,南投縣埔里鎮成功里,彭惠珍,無
村里長,南投縣埔里鎮愛蘭里,陳文富,無
村里長,南投縣埔里鎮廣成里,張國豐,無
村里長,南投縣埔里鎮牛眠里,潘俊銘,無
村里長,南投縣埔里鎮蜈蚣里,黃美玉,無
村里長,南投縣草屯鎮炎峰里,洪慶文,無
村里長,南投縣草屯鎮和平里,李永裕,無
村里長,南投縣草屯鎮山腳里,陳松茂,無
村里長,南投縣草屯鎮新豐里,陳美玲,無
村里長,南投縣草屯鎮復興里,林健男,無
村里長,南投縣草屯鎮上林里,蕭世杰,無
村里長,南投縣草屯鎮南埔里,李士吉,無
村里長,南投縣草屯鎮土城里,施惟德,無
村里長,南投縣草屯鎮中山里,簡妙樺,無
村里長,南投縣草屯鎮明正里,李桂杏,無
村里長,南投縣竹山鎮雲林里,李秋榜,無
村里長,南投縣竹山鎮硘磘里,廖崇伯,無
村里長,南投縣竹山鎮下坪里,余志嘉,無
村里長,南投縣竹山鎮中崎里,陳福霖,無
村里長,南投縣竹山鎮德興里,陳雅紅,無
村里長,南投縣竹山鎮延正里,曾庻坪,無
村里長,南投縣竹山鎮延山里,陳碧棋,無
村里長,南投縣竹山鎮延和里,林韓聖,無
村里長,南投縣竹山鎮社寮里,許炳村,中國國民黨
村里長,南投縣竹山鎮大鞍里,范梓鍊,無
村里長,南投縣竹山鎮秀林里,林坤裕,無
村里長,南投縣集集鎮八張里,鄧智全,無
村里長,南投縣集集鎮永昌里,陳樹連,無
村里長,南投縣集集鎮富山里,李文賢,無
村里長,南投縣名間鄉南雅村,何永生,無
村里長,南投縣名間鄉濁水村,吳欽緯,無
村里長,南投縣名間鄉炭寮村,蔡文益,無
村里長,南投縣名間鄉東湖村,吳元仁,無
村里長,南投縣名間鄉大坑村,陳振科,無
村里長,南投縣名間鄉竹圍村,黃啓樑,無
村里長,南投縣名間鄉赤水村,陳松明,無
村里長,南投縣名間鄉埔中村,陳建州,無
村里長,南投縣名間鄉崁腳村,謝舜日,無
村里長,南投縣名間鄉新厝村,陳勇祥,無
村里長,南投縣鹿谷鄉廣興村,黃筆顯,無
村里長,南投縣鹿谷鄉竹豐村,劉因孟,無
村里長,南投縣鹿谷鄉和雅村,陳貞復,中國國民黨
村里長,南投縣鹿谷鄉鳳凰村,劉志成,無
村里長,南投縣鹿谷鄉永隆村,何垔墩,無
村里長,南投縣鹿谷鄉秀峰村,曾文香,無
村里長,南投縣中寮鄉崁頂村,廖俊松,無
村里長,南投縣中寮鄉八仙村,江輝能,無
村里長,南投縣中寮鄉和興村,孫瑞娟,無
村里長,南投縣中寮鄉復興村,官玉瑛,無
村里長,南投縣中寮鄉中寮村,黃文安,無
村里長,南投縣中寮鄉廣福村,洪長湖,無
村里長,南投縣中寮鄉義和村,廖先前,無
村里長,南投縣中寮鄉內城村,廖增堆,無
村里長,南投縣魚池鄉東池村,王百祿,中國國民黨
村里長,南投縣魚池鄉魚池村,盧幸助,中國國民黨
村里長,南投縣魚池鄉中明村,楊崑欣,無
村里長,南投縣魚池鄉新城村,沈華儷,無
村里長,南投縣魚池鄉武登村,黃永斌,無
村里長,南投縣國姓鄉乾溝村,田基堯,無
村里長,南投縣國姓鄉南港村,洪永鎮,無
村里長,南投縣國姓鄉大石村,楊永瑞,無
村里長,南投縣水里鄉水里村,王豐義,無
村里長,南投縣水里鄉農富村,陳昭喜,無
村里長,南投縣水里鄉新城村,陳景舟,無
村里長,南投縣水里鄉頂崁村,賴清元,無
村里長,南投縣水里鄉新山村,黃郁婷,無
村里長,南投縣信義鄉地利村,幸國光,無
村里長,南投縣信義鄉愛國村,朱祥豪,中國國民黨
村里長,南投縣信義鄉自強村,汪家滿,無
村里長,南投縣信義鄉羅娜村,伍福明,無
村里長,南投縣信義鄉神木村,忻軍,無
村里長,南投縣信義鄉豐丘村,全福盛,無
村里長,南投縣仁愛鄉大同村,謝戎彥,中國國民黨
村里長,南投縣仁愛鄉春陽村,許克信,中國國民黨
村里長,南投縣仁愛鄉榮興村,吳國寶,中國國民黨
村里長,南投縣仁愛鄉翠華村,高政光,中國國民黨
村里長,雲林縣斗六市江厝里,沈永清,無
村里長,雲林縣斗六市三光里,黃順昌,無
村里長,雲林縣斗六市久安里,凃凱翔,中國國民黨
村里長,雲林縣斗六市長平里,高忠傑,無
村里長,雲林縣斗六市榴中里,蔡芳聰,無
村里長,雲林縣斗六市榴北里,張朝明,無
村里長,雲林縣斗六市溪洲里,徐文順,無
村里長,雲林縣斗六市十三里,張進啓,無
村里長,雲林縣斗六市社口里,蘇宴民,無
村里長,雲林縣斗六市明德里,賴國進,無
村里長,雲林縣斗六市成功里,曾景坐,無
村里長,雲林縣斗南鎮南昌里,沈銘偉,無
村里長,雲林縣斗南鎮新南里,宋國源,無
村里長,雲林縣虎尾鎮新興里,蔡榮富,無
村里長,雲林縣虎尾鎮東仁里,鄭蔡雪娥,無
村里長,雲林縣虎尾鎮德興里,陳錦松,無
村里長,雲林縣虎尾鎮安慶里,廖勝雄,無
村里長,雲林縣虎尾鎮興南里,周清石,無
村里長,雲林縣虎尾鎮新吉里,謝銀樹,無
村里長,雲林縣虎尾鎮延平里,周章銅,無
村里長,雲林縣虎尾鎮三合里,林坤泉,無
村里長,雲林縣虎尾鎮北溪里,陳俊旗,無
村里長,雲林縣虎尾鎮墾地里,黃秋雄,無
村里長,雲林縣虎尾鎮芳草里,趙朝勤,無
村里長,雲林縣虎尾鎮堀頭里,李萬壽,無
村里長,雲林縣虎尾鎮安溪里,蔡朝忠,無
村里長,雲林縣西螺鎮大園里,廖進堂,無
村里長,雲林縣西螺鎮永安里,廖素珍,無
村里長,雲林縣西螺鎮中和里,陳泰川,無
村里長,雲林縣西螺鎮光華里,廖錦銘,無
村里長,雲林縣西螺鎮漢光里,廖本淵,無
村里長,雲林縣西螺鎮新安里,林誌明,無
村里長,雲林縣西螺鎮新豐里,王風雲,無
村里長,雲林縣西螺鎮詔安里,程大源,無
村里長,雲林縣西螺鎮河南里,李湖,無
村里長,雲林縣西螺鎮埤頭里,李美玲,無
村里長,雲林縣西螺鎮頂湳里,黃彩秋,無
村里長,雲林縣西螺鎮九隆里,黃進國,無
村里長,雲林縣西螺鎮吳厝里,廖金龍,無
村里長,雲林縣土庫鎮順天里,楊鼎雄,無
村里長,雲林縣土庫鎮宮北里,劉夏苓,無
村里長,雲林縣土庫鎮越港里,陳冠汝,無
村里長,雲林縣土庫鎮奮起里,楊文孔,無
村里長,雲林縣土庫鎮大荖里,周傳,無
村里長,雲林縣土庫鎮南平里,黃素氣,無
村里長,雲林縣土庫鎮北平里,侯萬來,無
村里長,雲林縣土庫鎮西平里,林吳秋嬌,無
村里長,雲林縣土庫鎮後埔里,王長慶,無
村里長,雲林縣土庫鎮崙內里,吳添丁,無
村里長,雲林縣北港鎮東華里,陳富森,無
村里長,雲林縣北港鎮義民里,吳國興,無
村里長,雲林縣北港鎮西勢里,蔡金源,無
村里長,雲林縣北港鎮仁和里,傅信豪,無
村里長,雲林縣北港鎮賜福里,蔡明峰,無
村里長,雲林縣北港鎮公舘里,許家福,無
村里長,雲林縣北港鎮光復里,吳東合,無
村里長,雲林縣北港鎮劉厝里,李建昇,無
村里長,雲林縣北港鎮府番里,黃壹清,無
村里長,雲林縣北港鎮後溝里,蔡清波,無
村里長,雲林縣北港鎮扶朝里,姚水評,無
村里長,雲林縣古坑鄉水碓村,林永結,無
村里長,雲林縣古坑鄉華山村,李國和,無
村里長,雲林縣古坑鄉桂林村,黃煌儀,無
村里長,雲林縣古坑鄉草嶺村,陳兵通,無
村里長,雲林縣古坑鄉永昌村,李裕驊,無
村里長,雲林縣古坑鄉麻園村,劉義岳,無
村里長,雲林縣古坑鄉朝陽村,邱寶賢,無
村里長,雲林縣古坑鄉湳仔村,吳景富,無
村里長,雲林縣大埤鄉南和村,翁素蘭,無
村里長,雲林縣大埤鄉尚義村,許慶源,無
村里長,雲林縣大埤鄉豐田村,沈英正,無
村里長,雲林縣大埤鄉豐岡村,張佩寓,無
村里長,雲林縣莿桐鄉莿桐村,陳堅棻,無
村里長,雲林縣莿桐鄉甘西村,林建旭,無
村里長,雲林縣莿桐鄉大美村,何順良,無
村里長,雲林縣莿桐鄉四合村,蔡見成,無
村里長,雲林縣莿桐鄉五華村,李佳誠,無
村里長,雲林縣林內鄉坪頂村,林賢宗,無
村里長,雲林縣二崙鄉來惠村,廖文合,無
村里長,雲林縣二崙鄉三和村,李宏隆,無
村里長,雲林縣二崙鄉大華村,銅村榮,無
村里長,雲林縣二崙鄉義庄村,李春生,無
村里長,雲林縣二崙鄉楊賢村,廖世塏,無
村里長,雲林縣二崙鄉港後村,李清波,無
村里長,雲林縣二崙鄉大義村,李育旺,無
村里長,雲林縣二崙鄉庄西村,曹金龍,無
村里長,雲林縣二崙鄉永定村,程伍聰,無
村里長,雲林縣崙背鄉東明村,劉榮豐,無
村里長,雲林縣崙背鄉西榮村,李金樹,無
村里長,雲林縣崙背鄉南陽村,李重勲,無
村里長,雲林縣崙背鄉崙前村,李文宏,無
村里長,雲林縣崙背鄉羅厝村,李照域,無
村里長,雲林縣崙背鄉港尾村,廖炳淞,無
村里長,雲林縣崙背鄉豐榮村,許國興,無
村里長,雲林縣崙背鄉草湖村,林琮浩,無
村里長,雲林縣崙背鄉舊庄村,許進田,無
村里長,雲林縣崙背鄉水尾村,鍾順亨,無
村里長,雲林縣麥寮鄉麥津村,林東宏,無
村里長,雲林縣麥寮鄉興華村,蔡明宏,無
村里長,雲林縣麥寮鄉三盛村,許智斌,無
村里長,雲林縣麥寮鄉中興村,許再發,無
村里長,雲林縣東勢鄉東南村,林素敏,無
村里長,雲林縣東勢鄉復興村,張文發,無
村里長,雲林縣東勢鄉月眉村,張見文,無
村里長,雲林縣東勢鄉安南村,謝君貝,無
村里長,雲林縣東勢鄉昌南村,陳論,無
村里長,雲林縣東勢鄉同安村,陳俊來,無
村里長,雲林縣東勢鄉新坤村,黃華山,無
村里長,雲林縣褒忠鄉中民村,吳明和,無
村里長,雲林縣褒忠鄉田洋村,章深根,無
村里長,雲林縣臺西鄉台西村,賴俊傑,無
村里長,雲林縣臺西鄉海口村,吳志雄,無
村里長,雲林縣臺西鄉五榔村,吳東峰,無
村里長,雲林縣臺西鄉山寮村,林麗美,無
村里長,雲林縣臺西鄉富琦村,林宏諺,無
村里長,雲林縣臺西鄉和豐村,林培煌,無
村里長,雲林縣元長鄉長北村,李傅秀蕋,無
村里長,雲林縣元長鄉子茂村,陳李秋香,無
村里長,雲林縣元長鄉合和村,周連瑩,無
村里長,雲林縣元長鄉潭東村,蕭宗獻,無
村里長,雲林縣元長鄉卓運村,陳仁忠,無
村里長,雲林縣元長鄉頂寮村,蔡倍東,無
村里長,雲林縣元長鄉瓦磘村,陳中一,無
村里長,雲林縣元長鄉新吉村,陳進朝,無
村里長,雲林縣四湖鄉湖西村,王玉鍊,無
村里長,雲林縣四湖鄉施湖村,吳仁欽,無
村里長,雲林縣四湖鄉飛沙村,吳坤龍,無
村里長,雲林縣四湖鄉崙南村,吳美玲,無
村里長,雲林縣四湖鄉廣溝村,黃崑火,無
村里長,雲林縣四湖鄉林東村,王經偉,無
村里長,雲林縣四湖鄉溪尾村,朱義環,無
村里長,雲林縣四湖鄉飛東村,吳振利,無
村里長,雲林縣口湖鄉蚵寮村,林彥銘,無
村里長,雲林縣口湖鄉青蚶村,蔡明堂,無
村里長,雲林縣口湖鄉港東村,黃金樹,無
村里長,雲林縣口湖鄉水井村,李豐善,無
村里長,雲林縣口湖鄉過港村,李文閔,無
村里長,雲林縣水林鄉水北村,洪茂仁,無
村里長,雲林縣水林鄉海埔村,莊國豐,無
村里長,雲林縣水林鄉土厝村,蔡陣順,無
村里長,雲林縣水林鄉車港村,蔡炳煌,無
村里長,雲林縣水林鄉灣西村,黃常,無
村里長,雲林縣水林鄉𣐤埔村,柯艷華,無
村里長,雲林縣水林鄉塭底村,黃志金,無
村里長,嘉義縣太保市後庄里,沈得山,無
村里長,嘉義縣太保市梅埔里,官德發,無
村里長,嘉義縣太保市崙頂里,張騰耀,無
村里長,嘉義縣太保市東勢里,龔栩慶,無
村里長,嘉義縣太保市田尾里,陳憲發,無
村里長,嘉義縣太保市麻寮里,侯水波,無
村里長,嘉義縣太保市安仁里,陳政龍,無
村里長,嘉義縣朴子市安福里,林岳平,無
村里長,嘉義縣朴子市平和里,蘇黃寳玉,無
村里長,嘉義縣朴子市內厝里,彭永達,無
村里長,嘉義縣朴子市文化里,楊石旭,無
村里長,嘉義縣朴子市德興里,侯茂昆,無
村里長,嘉義縣朴子市佳禾里,何玉合,無
村里長,嘉義縣朴子市梅華里,黃勝義,無
村里長,嘉義縣布袋鎮興中里,蕭維漢,無
村里長,嘉義縣布袋鎮見龍里,黃清基,無
村里長,嘉義縣布袋鎮新岑里,蔡政擧,無
村里長,嘉義縣布袋鎮復興里,蘇清鴻,無
村里長,嘉義縣布袋鎮東港里,林榮泰,無
村里長,嘉義縣布袋鎮江山里,翁振家,無
村里長,嘉義縣布袋鎮菜舖里,莊啓佑,無
村里長,嘉義縣布袋鎮考試里,陳泰和,無
村里長,嘉義縣布袋鎮振寮里,莊貴翔,無
村里長,嘉義縣布袋鎮東安里,陳兩傳,無
村里長,嘉義縣大林鎮東林里,陳建安,無
村里長,嘉義縣大林鎮吉林里,孫美鳳,無
村里長,嘉義縣大林鎮明和里,李清課,無
村里長,嘉義縣大林鎮排路里,呂新章,無
村里長,嘉義縣大林鎮大糖里,蕭淑芬,無
村里長,嘉義縣大林鎮溝背里,江春源,無
村里長,嘉義縣大林鎮三村里,蘇華佑,無
村里長,嘉義縣民雄鄉東榮村,張金富,無
村里長,嘉義縣民雄鄉西安村,江源發,無
村里長,嘉義縣民雄鄉中和村,何石生,無
村里長,嘉義縣民雄鄉平和村,許水松,無
村里長,嘉義縣民雄鄉西昌村,張家福,無
村里長,嘉義縣民雄鄉豊收村,陳正溪,無
村里長,嘉義縣民雄鄉山中村,鄭永欽,無
村里長,嘉義縣民雄鄉中央村,劉文明,無
村里長,嘉義縣民雄鄉金興村,何建明,無
村里長,嘉義縣溪口鄉溪東村,謝陸成,無
村里長,嘉義縣溪口鄉游東村,邱茂森,無
村里長,嘉義縣溪口鄉游西村,孫文章,無
村里長,嘉義縣溪口鄉林腳村,許彩鳳,無
村里長,嘉義縣溪口鄉美北村,陳淑惠,無
村里長,嘉義縣溪口鄉本厝村,葉得祿,無
村里長,嘉義縣新港鄉宮後村,陳圳岸,無
村里長,嘉義縣新港鄉大興村,林益生,無
村里長,嘉義縣新港鄉福德村,郭正欽,無
村里長,嘉義縣新港鄉中庄村,張秀安,無
村里長,嘉義縣新港鄉埤子村,張世立,無
村里長,嘉義縣新港鄉南崙村,王張素女,無
村里長,嘉義縣新港鄉月眉村,林明泰,無
村里長,嘉義縣新港鄉月潭村,李冠樟,無
村里長,嘉義縣新港鄉溪北村,李明棟,無
村里長,嘉義縣新港鄉中洋村,江德欽,無
村里長,嘉義縣新港鄉菜公村,林黃秀玉,無
村里長,嘉義縣新港鄉板頭村,杜徐灑,無
村里長,嘉義縣六腳鄉蒜頭村,呂松助,無
村里長,嘉義縣六腳鄉工廠村,黃江正,無
村里長,嘉義縣六腳鄉灣南村,趙素娟,無
村里長,嘉義縣六腳鄉雙涵村,陳鶴松,無
村里長,嘉義縣六腳鄉塗師村,侯新發,無
村里長,嘉義縣六腳鄉三義村,蔡聰享,無
村里長,嘉義縣六腳鄉港美村,林哲祥,無
村里長,嘉義縣六腳鄉六斗村,康珍,無
村里長,嘉義縣六腳鄉蘇厝村,蘇庭芳,無
村里長,嘉義縣六腳鄉潭墘村,侯水順,無
村里長,嘉義縣六腳鄉正義村,林麗珍,無
村里長,嘉義縣六腳鄉溪厝村,侯義雄,無
村里長,嘉義縣六腳鄉更寮村,蕭明正,無
村里長,嘉義縣東石鄉型厝村,黃進忠,無
村里長,嘉義縣東石鄉塭港村,許錫林,無
村里長,嘉義縣東石鄉三家村,蕭振部,無
村里長,嘉義縣東石鄉龍港村,吳振德,無
村里長,嘉義縣東石鄉副瀨村,林泰平,無
村里長,嘉義縣東石鄉下揖村,陳慶堂,無
村里長,嘉義縣東石鄉港墘村,嚴玄明,無
村里長,嘉義縣東石鄉圍潭村,莊讚芬,無
村里長,嘉義縣東石鄉洲仔村,鄭清木,無
村里長,嘉義縣東石鄉港口村,丁振管,無
村里長,嘉義縣東石鄉鰲鼓村,李銘春,無
村里長,嘉義縣義竹鄉中平村,謝添丁,無
村里長,嘉義縣義竹鄉後鎮村,張耿豪,無
村里長,嘉義縣義竹鄉北華村,蔡明賢,無
村里長,嘉義縣義竹鄉官和村,王鐘啓,無
村里長,嘉義縣鹿草鄉施家村,施青宏,無
村里長,嘉義縣鹿草鄉下潭村,吳輝臨,無
村里長,嘉義縣鹿草鄉光潭村,郭豐銘,無
村里長,嘉義縣鹿草鄉碧潭村,林添旺,無
村里長,嘉義縣鹿草鄉松竹村,林明助,無
村里長,嘉義縣鹿草鄉後堀村,陳信同,無
村里長,嘉義縣水上鄉水上村,蔡宗河,無
村里長,嘉義縣水上鄉塗溝村,呂銘珍,無
村里長,嘉義縣水上鄉回歸村,李福來,無
村里長,嘉義縣水上鄉三鎮村,林志忠,中國國民黨
村里長,嘉義縣水上鄉龍德村,林建呈,無
村里長,嘉義縣水上鄉柳鄉村,黃義坤,無
村里長,嘉義縣水上鄉寬士村,黃榮郎,無
村里長,嘉義縣水上鄉忠和村,張順興,無
村里長,嘉義縣水上鄉三界村,陳重鏞,無
村里長,嘉義縣中埔鄉中埔村,游淑貞,無
村里長,嘉義縣中埔鄉龍門村,張羅麵粉,無
村里長,嘉義縣中埔鄉富收村,蕭清忠,無
村里長,嘉義縣中埔鄉和睦村,嚴添福,無
村里長,嘉義縣中埔鄉石硦村,林聰柏,無
村里長,嘉義縣中埔鄉同仁村,田成伍,無
村里長,嘉義縣中埔鄉瑞豐村,陳章瑞,無
村里長,嘉義縣中埔鄉沄水村,何長運,無
村里長,嘉義縣中埔鄉三層村,賴燦北,無
村里長,嘉義縣中埔鄉深坑村,邱成佑,無
村里長,嘉義縣中埔鄉東興村,曾正發,無
村里長,嘉義縣中埔鄉中崙村,謝文科,無
村里長,嘉義縣竹崎鄉坑頭村,蕭吳青,無
村里長,嘉義縣竹崎鄉沙坑村,蕭火耀,無
村里長,嘉義縣竹崎鄉塘興村,劉錚謨,無
村里長,嘉義縣竹崎鄉龍山村,李樺鑫,無
村里長,嘉義縣竹崎鄉復金村,劉國輝,無
村里長,嘉義縣竹崎鄉緞繻村,蕭素惠,無
村里長,嘉義縣竹崎鄉中和村,洪銀盛,無
村里長,嘉義縣梅山鄉梅東村,劉文科,無
村里長,嘉義縣梅山鄉梅北村,施淵元,無
村里長,嘉義縣梅山鄉圳南村,江瑞淵,無
村里長,嘉義縣梅山鄉永興村,劉耀坤,無
村里長,嘉義縣梅山鄉圳北村,郭聰明,無
村里長,嘉義縣梅山鄉太平村,嚴清雅,無
村里長,嘉義縣梅山鄉瑞峯村,黃文中,無
村里長,嘉義縣梅山鄉龍眼村,李國道,無
村里長,嘉義縣番路鄉江西村,陳素卿,無
村里長,嘉義縣番路鄉下坑村,李啟榮,無
村里長,嘉義縣番路鄉番路村,謝居彰,無
村里長,嘉義縣番路鄉觸口村,鄭建泰,無
村里長,嘉義縣番路鄉公田村,陳良典,無
村里長,嘉義縣番路鄉公興村,張俊國,無
村里長,嘉義縣大埔鄉大埔村,陳天助,無
村里長,嘉義縣大埔鄉永樂村,劉秋香,無
村里長,嘉義縣大埔鄉茄苳村,張連進,無
村里長,嘉義縣大埔鄉西興村,林昆廣,無
村里長,嘉義縣阿里山鄉中山村,朱海良,無
村里長,嘉義縣阿里山鄉中正村,林孝州,無
村里長,嘉義縣阿里山鄉香林村,陳勝安,無
村里長,嘉義縣阿里山鄉十字村,許瑞文,無
村里長,嘉義縣阿里山鄉豐山村,陳建富,無
村里長,嘉義縣阿里山鄉里佳村,安高德,無
村里長,屏東縣屏東市橋北里,羅福盛,無
村里長,屏東縣屏東市豐田里,董怡民,中國國民黨
村里長,屏東縣屏東市大連里,董憲坤,無
村里長,屏東縣屏東市湖西里,陳進忠,無
村里長,屏東縣屏東市湖南里,陳榮文,無
村里長,屏東縣屏東市歸心里,陳文財,無
村里長,屏東縣屏東市新生里,邱正誠,無
村里長,屏東縣屏東市厚生里,許世在,無
村里長,屏東縣屏東市義勇里,林侑弘,無
村里長,屏東縣屏東市玉成里,簡同慰,無
村里長,屏東縣屏東市大湖里,方順豐,無
村里長,屏東縣屏東市永光里,鄭元興,無
村里長,屏東縣屏東市大洲里,蘇勝文,無
村里長,屏東縣屏東市勝利里,孔豐榮,無
村里長,屏東縣屏東市永城里,張酉添,無
村里長,屏東縣屏東市溝美里,陳秋明,無
村里長,屏東縣屏東市北勢里,洪永烈,無
村里長,屏東縣屏東市仁愛里,莊正旭,無
村里長,屏東縣屏東市廣興里,郭國石,無
村里長,屏東縣屏東市空翔里,祝毅成,中國國民黨
村里長,屏東縣潮州鎮同榮里,趙文勝,無
村里長,屏東縣潮州鎮新生里,詹錦宗,無
村里長,屏東縣潮州鎮三星里,簡新發,無
村里長,屏東縣潮州鎮三和里,李坤明,無
村里長,屏東縣潮州鎮富春里,施妙瑛,無
村里長,屏東縣潮州鎮九塊里,潘陳瑱圓,無
村里長,屏東縣東港鎮豐漁里,郭天福,無
村里長,屏東縣東港鎮興漁里,孔清雄,無
村里長,屏東縣東港鎮鎮海里,許文標,無
村里長,屏東縣東港鎮南平里,郭進祐,無
村里長,屏東縣東港鎮大潭里,蘇榮富,無
村里長,屏東縣恆春鎮城南里,邱榮欽,無
村里長,屏東縣恆春鎮城北里,洪世明,無
村里長,屏東縣恆春鎮茄湖里,尤信化,無
村里長,屏東縣恆春鎮南灣里,葉啓俊,無
村里長,屏東縣恆春鎮鵝鑾里,謝春敏,無
村里長,屏東縣萬丹鄉萬安村,陳家盛,無
村里長,屏東縣萬丹鄉萬生村,李妙絹,無
村里長,屏東縣萬丹鄉竹林村,薛世清,無
村里長,屏東縣萬丹鄉崙頂村,張福僑,無
村里長,屏東縣萬丹鄉加興村,張崑興,無
村里長,屏東縣萬丹鄉社皮村,林雲上,無
村里長,屏東縣萬丹鄉社上村,劉銀在,無
村里長,屏東縣萬丹鄉香社村,宋安定,無
村里長,屏東縣萬丹鄉灣內村,陳玉意,無
村里長,屏東縣萬丹鄉興全村,莊裕新,無
村里長,屏東縣萬丹鄉興安村,陳國成,無
村里長,屏東縣萬丹鄉甘棠村,許玉英,無
村里長,屏東縣長治鄉德榮村,林明成,無
村里長,屏東縣長治鄉繁華村,蘇政奇,無
村里長,屏東縣麟洛鄉麟趾村,黃勝雄,無
村里長,屏東縣麟洛鄉田道村,馮景光,無
村里長,屏東縣九如鄉玉水村,林慶國,無
村里長,屏東縣九如鄉大坵村,陳慶雄,無
村里長,屏東縣九如鄉三塊村,楊慧貞,無
村里長,屏東縣里港鄉玉田村,黃國華,無
村里長,屏東縣里港鄉永春村,陳春風,無
村里長,屏東縣里港鄉過江村,余岱真,無
村里長,屏東縣里港鄉茄苳村,鄭世鉉,無
村里長,屏東縣里港鄉中和村,胡益名,無
村里長,屏東縣里港鄉瀰力村,王正霖,無
村里長,屏東縣鹽埔鄉鹽北村,陳淑娟,無
村里長,屏東縣鹽埔鄉新二村,鄭蔡金純,無
村里長,屏東縣鹽埔鄉彭厝村,陳慶記,無
村里長,屏東縣高樹鄉長榮村,藍和國,無
村里長,屏東縣高樹鄉源泉村,盧漢章,無
村里長,屏東縣高樹鄉司馬村,黃明山,無
村里長,屏東縣高樹鄉舊寮村,賴淑珍,無
村里長,屏東縣高樹鄉廣興村,吳貴廷,無
村里長,屏東縣高樹鄉舊庄村,陳寶川,無
村里長,屏東縣萬巒鄉五溝村,李仲謙,無
村里長,屏東縣萬巒鄉萬金村,潘安雄,無
村里長,屏東縣萬巒鄉赤山村,潘嘉明,無
村里長,屏東縣萬巒鄉佳佐村,林永量,無
村里長,屏東縣萬巒鄉佳和村,紀進生,無
村里長,屏東縣內埔鄉興南村,林錫海,無
村里長,屏東縣內埔鄉義亭村,李鳳金,無
村里長,屏東縣內埔鄉美和村,利文堂,無
村里長,屏東縣內埔鄉和興村,林清雲,無
村里長,屏東縣內埔鄉東寧村,張擧文,無
村里長,屏東縣內埔鄉富田村,陳淦富,無
村里長,屏東縣內埔鄉東勢村,鍾貴郡,無
村里長,屏東縣內埔鄉東片村,黃日禓,無
村里長,屏東縣內埔鄉老埤村,郭廷俊,無
村里長,屏東縣內埔鄉龍泉村,田榮洲,無
村里長,屏東縣內埔鄉龍潭村,王建新,中國國民黨
村里長,屏東縣內埔鄉大新村,陳永盛,無
村里長,屏東縣內埔鄉水門村,李麗鳳,無
村里長,屏東縣竹田鄉履豐村,邱光榮,無
村里長,屏東縣竹田鄉南勢村,張鑑昌,無
村里長,屏東縣竹田鄉六巷村,蔡添貴,無
村里長,屏東縣新埤鄉建功村,孔德成,無
村里長,屏東縣枋寮鄉新龍村,郭甫男,無
村里長,屏東縣枋寮鄉新開村,林淑娥,無
村里長,屏東縣枋寮鄉大庄村,盧萬成,無
村里長,屏東縣新園鄉瓦磘村,李怡欣,無
村里長,屏東縣新園鄉內庄村,陳啟惠,無
村里長,屏東縣新園鄉烏龍村,楊坤崙,無
村里長,屏東縣新園鄉興龍村,郭德興,無
村里長,屏東縣新園鄉中洲村,林其芳,無
村里長,屏東縣新園鄉五房村,蔡明智,無
村里長,屏東縣新園鄉鹽埔村,何有量,無
村里長,屏東縣新園鄉共和村,黃丹鶯,無
村里長,屏東縣崁頂鄉圍內村,劉松美,無
村里長,屏東縣崁頂鄉洲子村,陳寶玉,無
村里長,屏東縣林邊鄉仁和村,盧麗美,無
村里長,屏東縣林邊鄉中林村,陳慶謀,無
村里長,屏東縣林邊鄉永樂村,蔡玉心,無
村里長,屏東縣林邊鄉田厝村,許文正,無
村里長,屏東縣林邊鄉鎮安村,謝坤霖,無
村里長,屏東縣南州鄉溪洲村,蕭耀武,無
村里長,屏東縣南州鄉仁里村,謝文田,無
村里長,屏東縣南州鄉壽元村,潘景裕,無
村里長,屏東縣南州鄉同安村,林素玲,無
村里長,屏東縣南州鄉南安村,黃江旗,無
村里長,屏東縣佳冬鄉六根村,楊浩逸,民主進步黨
村里長,屏東縣佳冬鄉昌隆村,戴張月英,無
村里長,屏東縣佳冬鄉豐隆村,戴沐雄,無
村里長,屏東縣佳冬鄉大同村,林載興,無
村里長,屏東縣佳冬鄉羌園村,陳桂玉,無
